x,y
-44,-308
-44,-310
-46,-307
-46,-306
-48,-305
-46,-307
-49,-305
-49,-302
-46,-301
-46,-301
-43,-299
-46,-296
-46,-295
-48,-294
-48,-296
-49,-293
-47,-293
-46,-291
-48,-292
-49,-295
-46,-295
-44,-296
-47,-296
-49,-293
-48,-294
-46,-291
-43,-292
-42,-292
-45,-294
-48,-294
-45,-291
-47,-291
-44,-292
-44,-295
-47,-296
-45,-295
-45,-295
-46,-293
-45,-293
-45,-295
-44,-292
-41,-290
-41,-291
-38,-293
-39,-293
-42,-294
-43,-295
-46,-294
-43,-293
-46,-296
-45,-295
-43,-292
-44,-290
-44,-291
-45,-290
-44,-293
-47,-293
-46,-291
-48,-290
-50,-291
-50,-291
-49,-288
-46,-289
-46,-289
-43,-286
-43,-283
-45,-281
-45,-282
-47,-281
-50,-280
-47,-283
-46,-283
-46,-286
-48,-288
-49,-287
-46,-287
-46,-285
-44,-288
-47,-286
-50,-284
-51,-282
-53,-285
-53,-287
-50,-284
-52,-281
-55,-284
-57,-281
-60,-282
-62,-279
-63,-278
-62,-281
-63,-278
-64,-281
-63,-283
-62,-284
-62,-287
-59,-286
-56,-283
-56,-282
-57,-279
-58,-282
-61,-280
-64,-277
-61,-275
-61,-276
-59,-275
-57,-273
-57,-272
-60,-269
-57,-266
-54,-267
-57,-264
-55,-265
-57,-263
-59,-260
-62,-263
-64,-263
-63,-265
-63,-265
-63,-265
-66,-264
-67,-265
-65,-264
-68,-262
-70,-264
-68,-262
-69,-265
-71,-267
-68,-266
-67,-263
-69,-260
-68,-259
-66,-257
-65,-256
-63,-255
-61,-255
-59,-258
-57,-255
-55,-255
-57,-254
-55,-255
-57,-255
-55,-254
-54,-251
-51,-250
-49,-253
-50,-251
-48,-253
-46,-253
-45,-253
-45,-253
-44,-252
-45,-255
-45,-254
-48,-253
-51,-251
-52,-252
-51,-255
-53,-255
-54,-257
-51,-257
-51,-256
-51,-259
-49,-256
-52,-259
-52,-262
-53,-263
-53,-263
-54,-264
-56,-261
-54,-258
-57,-256
-57,-258
-58,-256
-57,-255
-60,-256
-62,-257
-63,-255
-60,-254
-57,-257
-55,-256
-53,-256
-55,-254
-57,-253
-55,-256
-55,-255
-55,-256
-56,-258
-55,-259
-56,-256
-55,-258
-57,-255
-60,-254
-61,-254
-62,-253
-61,-256
-63,-255
-65,-257
-62,-258
-61,-258
-63,-255
-61,-254
-61,-253
-58,-254
-56,-254
-59,-252
-60,-249
-57,-248
-60,-247
-61,-245
-61,-242
-63,-244
-61,-246
-60,-249
-58,-250
-58,-250
-61,-249
-60,-246
-62,-245
-62,-248
-61,-245
-61,-242
-61,-241
-63,-242
-60,-245
-61,-246
-60,-249
-62,-248
-62,-251
-64,-253
-61,-250
-62,-250
-60,-249
-59,-247
-60,-247
-63,-246
-62,-246
-63,-248
-63,-248
-62,-251
-61,-251
-63,-250
-63,-248
-66,-246
-64,-247
-61,-244
-62,-244
-64,-242
-65,-242
-68,-239
-71,-237
-70,-234
-67,-234
-70,-233
-71,-233
-71,-230
-71,-229
-70,-228
-68,-229
-69,-227
-70,-230
-73,-229
-70,-226
-71,-224
-73,-226
-71,-226
-74,-223
-76,-225
-75,-222
-75,-222
-74,-223
-74,-220
-73,-219
-74,-222
-76,-221
-76,-221
-79,-218
-81,-221
-84,-220
-86,-223
-88,-223
-87,-224
-87,-225
-87,-222
-84,-221
-86,-223
-87,-223
-88,-222
-91,-221
-94,-222
-93,-219
-95,-222
-98,-222
-101,-225
-99,-223
-101,-221
-100,-221
-103,-218
-102,-220
-102,-218
-101,-219
-102,-221
-103,-220
-102,-218
-103,-219
-103,-218
-105,-220
-106,-220
-107,-219
-106,-222
-106,-222
-103,-222
-100,-224
-97,-226
-94,-227
-96,-228
-95,-231
-94,-231
-92,-228
-92,-231
-89,-234
-91,-231
-91,-228
-88,-225
-90,-227
-90,-230
-89,-233
-88,-232
-91,-229
-92,-226
-89,-227
-87,-228
-87,-228
-85,-229
-88,-227
-89,-227
-89,-224
-91,-223
-88,-224
-89,-223
-88,-224
-91,-225
-92,-224
-89,-227
-90,-230
-87,-233
-86,-231
-86,-234
-88,-235
-87,-232
-89,-234
-89,-233
-90,-230
-92,-232
-95,-229
-98,-227
-95,-229
-94,-229
-94,-232
-91,-230
-90,-227
-89,-228
-86,-231
-84,-234
-83,-236
-81,-236
-84,-239
-87,-236
-86,-233
-89,-232
-89,-231
-87,-234
-85,-236
-84,-238
-87,-239
-89,-237
-86,-235
-83,-233
-81,-233
-80,-235
-79,-236
-79,-235
-80,-232
-81,-230
-79,-229
-76,-228
-76,-231
-76,-231
-76,-232
-74,-232
-75,-235
-72,-236
-72,-237
-69,-239
-72,-239
-71,-239
-70,-241
-67,-240
-69,-243
-71,-243
-69,-245
-67,-242
-66,-243
-69,-241
-70,-238
-71,-240
-69,-238
-72,-237
-70,-240
-71,-238
-68,-237
-66,-235
-66,-236
-63,-237
-61,-238
-60,-239
-58,-241
-57,-242
-60,-239
-61,-240
-58,-237
-55,-239
-57,-240
-59,-239
-60,-238
-62,-238
-59,-237
-57,-240
-60,-243
-63,-246
-64,-248
-66,-247
-64,-244
-67,-247
-70,-247
-70,-249
-70,-249
-67,-248
-70,-249
-71,-249
-70,-250
-69,-252
-67,-252
-70,-252
-73,-250
-70,-252
-73,-254
-74,-257
-74,-256
-77,-256
-80,-256
-77,-253
-79,-255
-76,-257
-73,-256
-74,-258
-72,-259
-75,-260
-72,-258
-69,-259
-71,-260
-68,-259
-67,-259
-65,-260
-68,-258
-71,-260
-73,-261
-74,-259
-77,-258
-76,-255
-79,-252
-78,-249
-76,-251
-74,-249
-74,-250
-74,-250
-73,-252
-74,-254
-77,-251
-74,-251
-77,-248
-77,-250
-74,-251
-73,-248
-70,-245
-73,-242
-76,-244
-77,-245
-79,-245
-76,-248
-76,-248
-76,-249
-78,-248
-81,-245
-82,-245
-83,-244
-83,-243
-84,-244
-82,-245
-84,-242
-87,-245
-85,-243
-87,-245
-86,-245
-83,-246
-83,-246
-84,-244
-83,-242
-84,-239
-82,-238
-85,-235
-88,-237
-91,-240
-92,-240
-91,-242
-94,-245
-93,-245
-94,-247
-92,-248
-91,-248
-89,-250
-90,-248
-91,-251
-91,-253
-92,-254
-93,-251
-95,-251
-98,-251
-98,-251
-95,-252
-95,-255
-95,-255
-92,-258
-94,-260
-92,-258
-93,-256
-96,-259
-95,-262
-92,-260
-90,-260
-87,-259
-88,-258
-90,-259
-87,-256
-88,-254
-89,-252
-91,-253
-91,-252
-91,-254
-94,-254
-97,-254
-97,-256
-95,-258
-94,-257
-95,-258
-94,-260
-95,-261
-95,-258
-98,-261
-96,-261
-99,-260
-98,-260
-101,-259
-101,-262
-99,-262
-98,-265
-96,-264
-97,-266
-100,-263
-98,-263
-100,-266
-103,-264
-104,-264
-102,-264
-101,-264
-102,-265
-104,-268
-102,-271
-99,-271
-96,-273
-96,-273
-99,-274
-98,-273
-98,-274
-96,-276
-93,-276
-90,-279
-87,-276
-85,-274
-82,-274
-83,-276
-81,-279
-80,-280
-80,-279
-79,-278
-81,-275
-78,-275
-80,-276
-83,-273
-86,-271
-88,-269
-86,-266
-85,-268
-87,-267
-90,-268
-92,-268
-90,-271
-92,-271
-91,-271
-91,-272
-89,-271
-92,-272
-91,-275
-93,-272
-95,-273
-95,-275
-98,-275
-101,-274
-102,-272
-105,-275
-105,-273
-102,-273
-103,-274
-104,-272
-106,-274
-108,-275
-111,-275
-112,-273
-114,-270
-114,-273
-116,-271
-114,-268
-112,-265
-114,-263
-115,-262
-112,-260
-109,-260
-110,-257
-109,-260
-106,-260
-104,-262
-104,-263
-105,-261
-108,-260
-106,-263
-106,-262
-106,-261
-107,-260
-107,-258
-108,-261
-105,-264
-107,-261
-105,-260
-104,-257
-106,-254
-104,-255
-105,-253
-103,-251
-100,-251
-101,-248
-103,-246
-106,-245
-109,-247
-107,-246
-110,-249
-111,-247
-111,-245
-112,-245
-112,-242
-114,-244
-113,-242
-113,-242
-116,-242
-117,-244
-119,-243
-122,-242
-124,-241
-123,-242
-120,-239
-121,-236
-119,-235
-120,-237
-119,-238
-120,-235
-118,-234
-118,-235
-120,-237
-118,-236
-121,-239
-120,-237
-120,-239
-123,-239
-126,-239
-125,-241
-125,-241
-122,-238
-125,-240
-128,-243
-128,-245
-129,-244
-132,-243
-134,-244
-134,-244
-137,-242
-136,-242
-134,-239
-136,-241
-134,-239
-132,-237
-135,-237
-137,-235
-139,-233
-140,-232
-138,-235
-140,-237
-141,-237
-141,-236
-142,-233
-141,-230
-138,-231
-141,-229
-141,-227
-138,-227
-135,-230
-135,-233
-134,-233
-135,-233
-138,-232
-139,-229
-141,-229
-142,-226
-142,-227
-145,-224
-146,-223
-149,-221
-152,-219
-154,-216
-156,-214
-156,-212
-155,-214
-152,-215
-155,-214
-154,-213
-151,-211
-148,-214
-148,-213
-145,-214
-142,-214
-145,-215
-148,-213
-146,-211
-145,-213
-146,-210
-148,-209
-149,-206
-148,-203
-150,-202
-151,-201
-149,-199
-151,-198
-154,-201
-155,-204
-157,-204
-155,-203
-152,-205
-154,-205
-156,-203
-154,-202
-151,-205
-152,-207
-152,-207
-153,-209
-150,-208
-149,-209
-147,-211
-148,-213
-150,-211
-148,-214
-151,-213
-148,-215
-149,-214
-147,-217
-148,-215
-146,-214
-148,-211
-151,-214
-154,-217
-153,-217
-151,-215
-152,-213
-155,-210
-152,-209
-155,-210
-155,-207
-155,-207
-158,-205
-156,-208
-155,-206
-158,-203
-160,-204
-161,-206
-160,-208
-162,-206
-161,-204
-163,-204
-164,-202
-165,-203
-165,-201
-163,-200
-165,-197
-165,-198
-167,-198
-167,-197
-168,-196
-167,-193
-164,-195
-164,-196
-166,-193
-168,-192
-165,-192
-163,-189
-164,-191
-166,-190
-169,-187
-168,-188
-168,-190
-166,-191
-163,-192
-162,-193
-163,-190
-161,-192
-161,-189
-161,-186
-158,-183
-161,-182
-158,-180
-159,-183
-157,-182
-155,-184
-157,-187
-160,-190
-163,-193
-161,-191
-159,-188
-158,-188
-157,-190
-156,-188
-159,-186
-161,-186
-161,-189
-160,-186
-162,-186
-159,-186
-160,-184
-159,-186
-156,-187
-156,-184
-157,-184
-158,-181
-158,-181
-157,-184
-160,-181
-160,-184
-160,-182
-160,-185
-161,-182
-163,-181
-160,-178
-163,-178
-162,-181
-161,-183
-158,-182
-160,-180
-160,-181
-163,-181
-162,-181
-159,-183
-157,-184
-154,-185
-153,-183
-153,-181
-151,-180
-153,-180
-156,-183
-158,-181
-160,-183
-157,-185
-160,-187
-163,-184
-162,-182
-161,-180
-164,-182
-162,-180
-163,-177
-162,-180
-163,-183
-160,-182
-158,-182
-161,-185
-159,-184
-158,-185
-160,-185
-157,-188
-160,-185
-160,-186
-157,-185
-158,-188
-156,-191
-159,-189
-156,-190
-154,-193
-157,-195
-156,-192
-153,-190
-152,-188
-149,-191
-148,-188
-146,-186
-146,-186
-143,-187
-140,-187
-139,-186
-142,-186
-139,-183
-138,-185
-140,-183
-139,-180
-137,-178
-137,-180
-139,-178
-137,-178
-135,-177
-133,-180
-136,-182
-134,-182
-137,-179
-135,-179
-136,-179
-138,-182
-139,-183
-137,-181
-139,-179
-141,-176
-138,-175
-138,-172
-139,-173
-139,-171
-141,-170
-144,-167
-146,-166
-146,-166
-147,-168
-145,-168
-142,-171
-139,-169
-136,-168
-134,-165
-131,-167
-132,-164
-130,-162
-127,-161
-125,-160
-125,-160
-126,-162
-125,-164
-128,-162
-125,-161
-128,-163
-126,-165
-129,-162
-130,-160
-131,-160
-133,-157
-130,-154
-132,-155
-135,-158
-134,-159
-136,-161
-138,-160
-139,-163
-138,-166
-136,-165
-139,-168
-141,-167
-140,-170
-137,-167
-136,-165
-139,-163
-138,-164
-137,-161
-136,-164
-133,-164
-135,-163
-138,-160
-135,-163
-134,-161
-133,-159
-135,-158
-138,-158
-139,-161
-136,-164
-138,-164
-141,-164
-138,-164
-137,-162
-140,-161
-143,-158
-141,-158
-144,-157
-145,-158
-148,-161
-149,-164
-148,-166
-149,-167
-146,-164
-145,-164
-144,-164
-145,-161
-147,-159
-147,-160
-150,-160
-148,-162
-148,-161
-151,-164
-154,-165
-153,-168
-156,-167
-154,-168
-157,-167
-158,-167
-158,-164
-159,-164
-157,-161
-160,-161
-157,-160
-155,-159
-154,-158
-155,-161
-156,-160
-158,-160
-161,-162
-160,-161
-157,-163
-158,-160
-159,-160
-158,-159
-156,-162
-154,-165
-157,-162
-159,-164
-160,-162
-162,-165
-160,-168
-158,-171
-158,-171
-155,-174
-158,-175
-158,-174
-155,-171
-155,-174
-155,-172
-158,-170
-161,-173
-160,-176
-162,-177
-164,-180
-163,-183
-162,-182
-160,-180
-157,-181
-157,-179
-156,-180
-157,-178
-159,-181
-158,-179
-159,-177
-160,-178
-161,-175
-159,-177
-157,-178
-158,-179
-155,-180
-153,-180
-153,-177
-154,-177
-154,-177
-154,-178
-155,-180
-157,-181
-154,-184
-155,-186
-156,-186
-154,-184
-155,-182
-157,-179
-155,-178
-158,-175
-161,-177
-161,-177
-158,-179
-158,-181
-160,-179
-159,-180
-156,-183
-159,-182
-159,-182
-162,-184
-164,-183
-166,-185
-165,-183
-164,-186
-162,-184
-159,-183
-161,-183
-161,-185
-164,-188
-165,-186
-164,-185
-165,-183
-165,-185
-164,-187
-165,-187
-162,-190
-162,-191
-165,-189
-162,-191
-162,-190
-160,-188
-159,-188
-161,-188
-164,-190
-161,-192
-158,-194
-159,-191
-158,-192
-160,-194
-160,-192
-162,-190
-161,-187
-160,-184
-158,-187
-156,-186
-158,-188
-158,-186
-160,-183
-159,-181
-158,-179
-159,-176
-157,-177
-158,-174
-161,-171
-160,-170
-161,-167
-163,-167
-161,-164
-159,-162
-159,-164
-161,-162
-161,-161
-162,-161
-159,-158
-162,-159
-164,-162
-166,-159
-168,-161
-168,-164
-169,-165
-171,-164
-168,-163
-170,-164
-168,-162
-171,-163
-169,-160
-167,-162
-170,-162
-167,-159
-168,-156
-166,-153
-167,-156
-165,-159
-164,-158
-167,-155
-165,-153
-164,-152
-164,-154
-163,-155
-165,-158
-163,-155
-162,-157
-163,-156
-163,-155
-160,-158
-158,-157
-160,-155
-157,-154
-156,-154
-153,-155
-150,-154
-150,-154
-147,-156
-144,-155
-142,-153
-142,-155
-144,-152
-143,-151
-143,-154
-143,-154
-146,-154
-146,-157
-149,-158
-148,-155
-145,-153
-143,-153
-141,-155
-140,-153
-139,-153
-140,-150
-137,-151
-136,-148
-136,-150
-134,-147
-136,-145
-134,-147
-137,-150
-135,-149
-136,-152
-133,-150
-132,-149
-129,-152
-128,-151
-126,-151
-128,-148
-130,-150
-131,-149
-134,-149
-132,-146
-131,-143
-129,-144
-130,-147
-130,-148
-130,-146
-131,-146
-130,-147
-127,-148
-128,-145
-127,-145
-129,-142
-130,-144
-129,-143
-130,-141
-131,-139
-128,-142
-125,-139
-124,-138
-123,-141
-126,-139
-127,-138
-127,-139
-128,-141
-129,-142
-128,-144
-129,-141
-127,-141
-128,-144
-126,-147
-123,-147
-123,-146
-122,-146
-123,-143
-121,-141
-119,-141
-116,-143
-114,-141
-116,-141
-119,-144
-119,-145
-116,-147
-113,-144
-114,-146
-116,-145
-117,-146
-118,-148
-117,-148
-116,-150
-115,-152
-117,-154
-118,-153
-121,-155
-121,-157
-120,-156
-119,-154
-116,-155
-117,-152
-118,-150
-120,-153
-122,-152
-121,-151
-122,-153
-125,-155
-125,-152
-126,-155
-123,-157
-124,-157
-122,-159
-124,-161
-121,-161
-121,-164
-120,-164
-117,-163
-118,-163
-117,-164
-118,-163
-117,-165
-117,-162
-119,-161
-119,-164
-117,-167
-120,-167
-122,-166
-122,-168
-120,-171
-123,-169
-121,-171
-122,-169
-123,-170
-122,-168
-124,-171
-125,-171
-122,-172
-120,-171
-122,-173
-119,-176
-120,-177
-119,-178
-119,-181
-118,-180
-115,-179
-118,-179
-119,-176
-116,-174
-119,-173
-122,-173
-120,-171
-122,-172
-120,-175
-121,-174
-124,-174
-121,-175
-121,-174
-124,-176
-121,-173
-121,-174
-119,-173
-117,-174
-119,-177
-116,-180
-119,-177
-118,-180
-116,-178
-114,-180
-116,-183
-116,-185
-118,-188
-121,-186
-118,-187
-119,-186
-120,-185
-117,-188
-117,-187
-115,-190
-115,-193
-113,-190
-111,-190
-112,-190
-112,-187
-114,-187
-112,-189
-111,-189
-110,-192
-112,-190
-111,-188
-114,-189
-112,-189
-114,-187
-114,-187
-112,-188
-114,-186
-115,-189
-115,-191
-116,-188
-114,-185
-114,-182
-113,-182
-115,-180
-113,-178
-116,-179
-116,-182
-116,-181
-113,-179
-111,-181
-109,-182
-110,-180
-107,-178
-106,-179
-107,-180
-104,-180
-105,-178
-104,-177
-101,-179
-98,-182
-101,-185
-102,-184
-103,-185
-103,-186
-102,-187
-104,-185
-107,-186
-104,-187
-101,-185
-98,-183
-101,-182
-98,-182
-95,-180
-94,-182
-92,-183
-90,-183
-90,-186
-90,-185
-87,-185
-86,-183
-83,-184
-83,-185
-86,-186
-89,-186
-91,-187
-89,-185
-88,-185
-89,-186
-87,-189
-88,-192
-90,-194
-92,-195
-89,-196
-89,-196
-91,-196
-93,-193
-94,-194
-94,-196
-96,-197
-94,-195
-96,-195
-96,-196
-93,-196
-92,-197
-92,-196
-93,-196
-92,-198
-90,-197
-93,-195
-93,-196
-90,-193
-91,-191
-89,-191
-88,-190
-86,-188
-86,-190
-88,-187
-85,-187
-85,-186
-88,-184
-88,-183
-87,-182
-86,-180
-86,-183
-85,-184
-87,-184
-85,-184
-85,-181
-82,-178
-84,-175
-82,-175
-79,-174
-76,-171
-73,-169
-71,-170
-73,-172
-70,-172
-67,-170
-68,-171
-68,-172
-66,-175
-64,-173
-63,-173
-61,-170
-63,-169
-61,-166
-62,-167
-62,-168
-62,-170
-60,-167
-57,-170
-60,-171
-63,-172
-60,-171
-57,-170
-54,-172
-56,-170
-59,-172
-56,-174
-58,-173
-57,-170
-59,-167
-62,-164
-60,-162
-59,-161
-62,-164
-64,-164
-65,-164
-65,-167
-68,-164
-65,-164
-67,-162
-64,-161
-61,-161
-58,-159
-55,-158
-52,-156
-51,-159
-54,-161
-57,-164
-57,-164
-59,-163
-60,-161
-59,-161
-61,-161
-60,-163
-63,-160
-60,-160
-60,-162
-60,-161
-58,-160
-59,-158
-59,-155
-56,-157
-59,-160
-60,-159
-62,-156
-59,-154
-56,-157
-56,-156
-57,-155
-60,-153
-58,-151
-57,-152
-56,-152
-59,-152
-62,-155
-61,-155
-59,-158
-60,-155
-59,-154
-62,-155
-62,-156
-64,-155
-62,-153
-59,-155
-57,-157
-57,-157
-57,-155
-54,-158
-57,-155
-56,-156
-57,-156
-55,-155
-52,-153
-50,-154
-50,-157
-49,-160
-47,-162
-48,-162
-48,-161
-49,-162
-48,-159
-46,-162
-48,-163
-46,-162
-45,-163
-43,-163
-40,-165
-38,-166
-41,-164
-39,-166
-37,-165
-38,-167
-40,-168
-41,-169
-42,-167
-42,-170
-45,-168
-46,-169
-43,-166
-42,-168
-39,-166
-38,-164
-36,-161
-36,-158
-39,-155
-36,-158
-39,-159
-36,-160
-34,-159
-33,-162
-35,-161
-35,-160
-32,-159
-29,-159
-27,-158
-27,-156
-26,-158
-25,-156
-22,-154
-24,-155
-26,-155
-29,-154
-29,-155
-29,-158
-28,-161
-31,-162
-29,-164
-29,-165
-32,-166
-35,-166
-32,-169
-31,-172
-34,-171
-36,-169
-38,-170
-39,-171
-38,-173
-35,-170
-33,-167
-34,-170
-36,-172
-33,-172
-34,-171
-33,-173
-30,-176
-29,-176
-32,-177
-32,-177
-35,-175
-34,-177
-31,-180
-33,-182
-31,-183
-33,-180
-30,-181
-33,-184
-31,-182
-28,-181
-27,-181
-29,-181
-28,-182
-26,-184
-24,-181
-26,-183
-25,-181
-26,-180
-25,-182
-23,-182
-22,-179
-19,-181
-22,-178
-23,-177
-23,-177
-20,-174
-23,-176
-23,-176
-25,-177
-25,-178
-22,-176
-21,-177
-18,-179
-18,-178
-16,-178
-19,-175
-22,-178
-22,-179
-25,-180
-23,-183
-20,-180
-23,-177
-23,-180
-24,-177
-25,-179
-27,-176
-30,-176
-27,-173
-27,-174
-30,-173
-29,-175
-27,-177
-30,-174
-33,-173
-34,-172
-32,-170
-32,-169
-35,-166
-36,-163
-38,-166
-36,-167
-37,-165
-38,-162
-35,-165
-36,-163
-33,-164
-36,-162
-39,-165
-41,-165
-40,-162
-39,-163
-38,-165
-35,-166
-33,-167
-31,-168
-33,-168
-31,-165
-30,-168
-29,-165
-30,-167
-28,-170
-31,-168
-34,-166
-35,-164
-36,-167
-37,-166
-40,-166
-39,-165
-40,-162
-42,-160
-39,-160
-40,-163
-37,-161
-37,-164
-38,-164
-41,-167
-39,-170
-40,-172
-38,-169
-38,-168
-40,-167
-38,-166
-35,-167
-34,-169
-35,-167
-35,-165
-35,-163
-33,-162
-35,-159
-38,-158
-39,-155
-39,-157
-41,-154
-40,-157
-40,-156
-42,-154
-45,-157
-48,-156
-48,-156
-45,-157
-45,-156
-43,-156
-44,-158
-46,-158
-46,-160
-47,-159
-45,-161
-46,-161
-46,-158
-49,-159
-51,-162
-53,-165
-56,-166
-53,-164
-53,-167
-55,-166
-55,-164
-53,-163
-53,-163
-54,-163
-57,-161
-54,-159
-54,-157
-51,-155
-48,-157
-46,-154
-45,-152
-48,-149
-45,-147
-47,-147
-48,-146
-50,-143
-48,-143
-46,-146
-48,-148
-51,-150
-53,-149
-53,-147
-55,-147
-56,-150
-57,-150
-56,-148
-57,-146
-59,-147
-60,-147
-63,-146
-60,-146
-61,-148
-61,-151
-64,-148
-63,-147
-63,-148
-65,-151
-62,-154
-64,-151
-61,-153
-58,-155
-60,-157
-60,-156
-60,-156
-57,-159
-57,-159
-54,-159
-51,-161
-54,-161
-52,-164
-55,-167
-57,-165
-55,-166
-56,-165
-58,-165
-57,-164
-60,-163
-60,-162
-63,-159
-63,-157
-61,-156
-60,-154
-58,-157
-57,-154
-60,-154
-60,-152
-58,-153
-57,-152
-54,-149
-56,-150
-58,-153
-56,-156
-56,-158
-53,-157
-51,-159
-54,-156
-53,-157
-56,-157
-58,-159
-57,-162
-55,-161
-58,-162
-59,-160
-59,-157
-56,-154
-53,-157
-53,-155
-54,-152
-56,-152
-55,-151
-55,-151
-56,-148
-54,-148
-51,-145
-52,-144
-54,-143
-56,-141
-59,-141
-59,-142
-62,-140
-59,-139
-60,-142
-59,-139
-58,-137
-60,-139
-59,-140
-58,-137
-55,-135
-54,-134
-55,-133
-54,-134
-52,-136
-51,-134
-50,-132
-53,-132
-54,-135
-56,-134
-59,-132
-59,-130
-60,-127
-58,-124
-59,-122
-59,-124
-59,-127
-59,-125
-56,-126
-58,-125
-57,-125
-58,-122
-55,-123
-54,-122
-53,-119
-51,-121
-51,-118
-53,-121
-51,-124
-54,-123
-51,-124
-48,-124
-50,-126
-49,-125
-46,-127
-48,-130
-45,-128
-42,-126
-42,-126
-45,-128
-45,-127
-48,-127
-45,-124
-43,-121
-42,-122
-39,-120
-42,-119
-45,-121
-48,-121
-45,-120
-47,-120
-45,-120
-47,-120
-46,-122
-43,-121
-46,-124
-44,-127
-42,-129
-43,-126
-42,-128
-40,-126
-37,-126
-40,-125
-43,-124
-41,-125
-43,-126
-42,-129
-45,-130
-43,-131
-46,-134
-44,-132
-43,-129
-41,-132
-42,-129
-40,-130
-38,-129
-35,-130
-34,-130
-31,-127
-29,-124
-28,-124
-29,-124
-28,-122
-31,-124
-28,-124
-27,-121
-28,-120
-28,-117
-26,-114
-25,-112
-23,-114
-25,-116
-28,-116
-25,-117
-28,-114
-30,-117
-32,-118
-29,-119
-28,-121
-30,-123
-30,-121
-28,-119
-26,-121
-27,-120
-29,-119
-31,-122
-31,-124
-34,-124
-37,-122
-35,-124
-33,-123
-32,-125
-29,-124
-29,-126
-26,-123
-23,-123
-24,-126
-21,-123
-22,-123
-19,-122
-19,-120
-20,-118
-23,-119
-24,-119
-25,-121
-25,-124
-25,-126
-26,-128
-28,-128
-28,-131
-27,-132
-26,-129
-29,-131
-26,-134
-27,-135
-29,-132
-32,-134
-33,-137
-33,-134
-32,-134
-30,-132
-32,-130
-30,-132
-29,-134
-26,-131
-23,-134
-21,-132
-21,-134
-22,-135
-22,-137
-20,-135
-20,-134
-19,-132
-21,-133
-21,-136
-20,-137
-22,-136
-19,-135
-20,-137
-18,-139
-15,-137
-16,-137
-13,-138
-16,-136
-13,-136
-12,-134
-14,-133
-11,-135
-11,-137
-12,-135
-9,-137
-11,-140
-10,-138
-13,-137
-14,-134
-12,-132
-14,-130
-12,-132
-14,-131
-16,-129
-15,-131
-14,-132
-13,-131
-10,-131
-10,-134
-12,-134
-13,-131
-11,-130
-10,-128
-7,-130
-6,-127
-4,-126
-2,-129
-4,-128
-3,-125
-1,-127
-1,-127
-1,-128
0,-128
3,-130
5,-127
3,-129
1,-132
4,-131
2,-130
-1,-130
0,-127
-2,-128
-2,-129
0,-132
-1,-134
2,-137
1,-136
-1,-134
-2,-132
-3,-130
-6,-132
-6,-135
-3,-132
-3,-132
-6,-131
-9,-129
-10,-126
-9,-127
-7,-130
-5,-129
-6,-128
-4,-129
-7,-130
-7,-131
-5,-129
-2,-127
-3,-130
-2,-131
-3,-131
-5,-130
-6,-131
-9,-130
-9,-132
-9,-129
-6,-131
-4,-132
-7,-131
-9,-128
-12,-130
-13,-131
-16,-130
-19,-131
-16,-129
-18,-128
-19,-130
-18,-131
-15,-133
-14,-134
-11,-137
-11,-139
-8,-141
-6,-141
-9,-138
-9,-136
-11,-138
-10,-137
-7,-134
-10,-135
-12,-138
-10,-137
-12,-134
-15,-133
-13,-132
-15,-131
-13,-128
-10,-131
-7,-131
-10,-129
-13,-131
-11,-128
-12,-127
-12,-129
-14,-126
-16,-128
-17,-127
-18,-127
-19,-124
-18,-126
-17,-127
-15,-129
-14,-127
-11,-126
-8,-129
-11,-131
-9,-131
-11,-132
-11,-133
-14,-136
-16,-134
-18,-137
-16,-135
-17,-137
-18,-136
-21,-136
-22,-137
-24,-140
-25,-140
-24,-138
-25,-137
-27,-138
-25,-139
-28,-137
-28,-136
-29,-137
-26,-136
-23,-137
-25,-139
-25,-137
-25,-136
-24,-136
-24,-138
-21,-135
-19,-135
-21,-133
-23,-134
-24,-131
-25,-131
-26,-133
-23,-130
-20,-127
-17,-126
-14,-129
-11,-129
-8,-132
-6,-130
-3,-130
-3,-130
-3,-129
-2,-130
0,-132
-1,-134
-4,-136
-1,-134
0,-131
-3,-132
-3,-135
-2,-137
-1,-140
-3,-141
-3,-139
-3,-140
-1,-139
0,-136
3,-138
3,-136
4,-135
6,-137
9,-138
11,-139
9,-139
12,-139
13,-140
13,-141
13,-144
14,-141
15,-144
16,-141
15,-140
18,-140
18,-140
21,-141
23,-142
23,-141
22,-139
23,-137
21,-135
22,-135
23,-138
22,-136
25,-138
25,-137
26,-135
26,-137
23,-135
25,-138
28,-141
28,-139
26,-141
28,-140
26,-142
27,-141
29,-139
29,-138
31,-139
32,-139
31,-136
34,-136
32,-139
33,-140
32,-140
34,-138
36,-137
37,-136
37,-138
39,-140
39,-139
39,-137
42,-136
42,-138
39,-138
42,-141
41,-143
40,-141
42,-141
44,-141
44,-141
47,-142
50,-143
47,-140
47,-140
44,-138
44,-137
42,-135
40,-136
41,-138
41,-135
44,-136
46,-135
45,-138
46,-135
48,-136
46,-134
46,-131
47,-129
47,-129
45,-129
46,-129
44,-126
41,-129
39,-128
42,-125
45,-127
45,-125
44,-123
42,-120
44,-117
47,-116
46,-119
43,-116
44,-116
45,-115
48,-117
47,-117
50,-119
51,-120
49,-122
48,-122
48,-123
46,-123
44,-121
42,-121
42,-122
39,-124
41,-122
